"TRANSECT_ID" "n" "ICOV" "meanpopsize" "rangescore" "transect_lat" "transect_lon" "sppnum" "rangescore_2"
"34" "ES-CTBMS.80" 12 6.31443367329609 0.609755907769443 0.452421319321004 2099077.9 3656234.2 82 0.204685050176158
"35" "ES-CTBMS.82" 11 3.26399665951074 0.149857670326671 0.254781140883046 2030012.875 3502045 55 0.0649134297496664
"36" "ES-CTBMS.86" 11 2.26019219775647 0.24491139317251 -0.906482367693255 2208058.4 3584787.7 57 0.821710282938769
"37" "ES-CTBMS.88" 11 2.75481519126557 0.374639319679662 0.635549475815625 2094025.76923077 3695738.07692308 46 0.403923136209516
"38" "ES-CTBMS.9" 18 5.43857461589528 1.3628443990324 0.343452701984406 2146380.76923077 3700585.30769231 79 0.117959758500389
"39" "ES-CTBMS.91" 11 2.22244154865365 0.21268677445644 -0.933641888575698 2207261 3628305.75 14 0.871687176103196
"40" "ES-CTBMS.92" 11 7.04046675179115 0.384286307414 -0.270162514962032 2194373.14285714 3620956.42857143 63 0.0729877844906102
"41" "ES-CTBMS.93" 11 3.57430471831741 0.240460006793195 -0.622370827409464 2203947.57142857 3620454.71428571 50 0.387345446810341
"42" "ES-CTBMS.96" 10 3.09458908852603 0.454721581362516 -0.366641642813569 2189867.33333333 3619905 66 0.134426094245032
"43" "ES-CTBMS.98" 10 1.19719811781912 0.0999395819524404 -0.56466695098847 2195029.57142857 3622992.71428571 29 0.318848765538616
"44" "FIBMS.107" 16 1.21221417672718 0.0830020647564392 -0.312401810561174 4217824.05263158 5117884.42105263 45 0.0975948912418999
"45" "FIBMS.232" 16 2.32178459245433 0.164854077646907 -0.311690538011921 4234057 5051240 39 0.0971509914861605
"46" "FIBMS.246" 15 3.05695875648786 0.238565243076019 -0.219527772086211 4250348.6 5149277.1 45 0.0481924427171355
"47" "FIBMS.247" 11 1.37528885853232 0.089845983045704 -0.460990902991731 4353722.61904762 5089193.66666667 41 0.212512612641131
"48" "FIBMS.249" 16 1.9353605855355 0.0782094751204912 -0.356340175568314 4218574.92592593 5016016.14814815 31 0.126978320724057
"49" "FIBMS.255" 18 1.81463754416182 0.0705189818564233 -0.382298632643078 4315005.5 5172624.3 40 0.146152244520767
"50" "FIBMS.261" 18 4.23198859101951 0.294549095556422 -0.613017692223647 4361843.66666667 5316295.91666667 53 0.375790690979205
"51" "FIBMS.262" 18 4.2445577721551 0.152873155659673 -0.844807332360251 4517944 5295610.36 47 0.713699428809644
"52" "FIBMS.266" 10 3.6732905018534 0.216664298927543 -0.359805114552233 4288691.29411765 5038289.94117647 40 0.129459720457945
"53" "FIBMS.271" 17 3.13809089373158 0.180697937684994 -0.343585720643672 4211703.57142857 5077580.42857143 43 0.118051147430231
"54" "FIBMS.280" 13 2.52183195842316 0.133942794497253 -0.199973169406937 4210147.27272727 5044625.63636364 44 0.0399892684826555
"55" "FIBMS.284" 16 1.48833515037414 0.0745184015074246 -0.542483007969476 4354261.30769231 5072046.07692308 38 0.294287813935611
"56" "FIBMS.285" 16 2.55200701182199 0.0799457075783159 -0.301140196593948 4210520 4997700 29 0.0906854180046415
"57" "FIBMS.286" 11 3.75543340704688 0.196101466468994 -0.422708091638932 4236006.59259259 5182789.66666667 42 0.178682130737028
"58" "FIBMS.288" 12 1.9073525544706 0.082333863503362 -0.380307738958133 4292784.31818182 5052081.72727273 35 0.144633976311447
"59" "FIBMS.289" 10 1.11094504713221 0.0306778999803083 -0.190145587724692 4282171.4 5146288 12 0.0361553445311684
"60" "FIBMS.290" 12 1.50695330571044 0.0681454014808612 -0.890984321088629 4702971 5063185 30 0.793853060425765
"61" "FIBMS.293" 12 1.25561677509961 0.0496498989433358 -0.83821544891713 4510731 5307143 39 0.702605138803346
"62" "FIBMS.295" 12 3.41502441778181 0.663429859151611 -0.690425506646019 4452243.07692308 5354998.07692308 51 0.476687380227412
"63" "FIBMS.298" 12 1.65796355228443 0.0720978262781459 -1 4725746.74074074 5086839.55555556 30 1
"64" "FIBMS.33" 13 1.71026012975912 0.0435806264412876 -0.588279783450428 4489754.13333333 4913142.26666667 19 0.346073103616483
"65" "FIBMS.51" 11 0.657099770753747 0.0415483365769047 -0.537369168859522 4493120.4 4911374.46666667 23 0.288765623640774
"66" "FIBMS.53" 10 1.76619845120608 0.0512800697454531 -0.356258222414057 4189165 5027012 34 0.126919921037624
"67" "FIBMS.57" 10 1.21225766635425 0.108133782685919 -0.390495574490479 4273531 5235864 46 0.152486793696649
"68" "FIBMS.58" 11 3.07549638506286 0.252354195955887 -0.592660226755266 4376491.76923077 5305286.11538462 48 0.351246144377603
"69" "FIBMS.60" 11 3.20830205934601 0.0590387968048986 -0.858401953027795 4499109.875 5328449.4375 35 0.736853912961932
"70" "FIBMS.61" 11 1.92301297532787 0.068770567314932 -0.790155691379326 4485772.55172414 5366783.37931035 46 0.624346016619141
"71" "FIBMS.63" 10 2.12954051175529 0.194973867719084 -0.635098238310217 4404896.21052632 5057256.52631579 32 0.403349772304742
"72" "FIBMS.67" 10 1.70667459406549 0.0440226623071187 -0.332569929770319 4163326.25 5066022.25 18 0.110602758187435
"73" "FIBMS.68" 10 2.97046590574076 0.196901671014821 -0.568610246201702 4444362.6 5201768.75 41 0.323317612085561
"74" "UKBMS.1" 18 3.01795710709598 0.34234741703854 0.173201275538998 3305505.25 3628629.16666667 25 0.029998681848336
"75" "UKBMS.10" 16 2.62975761339426 0.223646200951881 0.145474132695252 3256901.84615385 3347124.46153846 28 0.0211627232834358
"76" "UKBMS.1005" 18 1.97130439566479 0.874913821529206 0.220553602519839 3158295 3542339 33 0.0486438915844791
"77" "UKBMS.1006" 13 3.93088773574394 0.688453551377693 0.13090461757816 3175242 3564459.66666667 26 0.0171360189032843
"78" "UKBMS.1007" 18 3.59052108598475 0.874473060860575 0.268328811515277 3114937.33333333 3532252.88888889 29 0.0720003510892013
"79" "UKBMS.1009" 14 5.03140274663107 0.414303153021472 0.222385312854727 3154718 3536045.125 23 0.0494552273734949
"80" "UKBMS.101" 16 2.71696098065622 0.186403497455718 -0.0140661674877397 3662344.4 3589597.1 14 0.000197857067793146
"81" "UKBMS.1010" 12 2.53459135836007 0.356292472772713 0.0784030101666435 3173040.8 3553249.8 18 0.00614703200319081
"82" "UKBMS.1013" 18 2.29425057124598 0.114084869654589 0.245556985330742 3154239 3526998 20 0.0602982330447221
"83" "UKBMS.1014" 18 3.69424481388959 0.10399810067558 0.206806415821059 3154277 3517362.90909091 19 0.0427688936247527
"84" "UKBMS.1016" 18 4.60171129553358 1.0594965165455 0.232765712699301 3166325 3533742 30 0.0541798770084136
"85" "UKBMS.1017" 18 1.90051467021856 0.618913676534663 0.2285761079378 3166161 3534727 28 0.0522470371199926
"86" "UKBMS.1018" 18 2.50676574576488 0.42476817784219 0.157044636607552 3165228 3485901 31 0.0246630178871981
"87" "UKBMS.1019" 18 5.39523347792087 0.696846178378263 0.158087718783596 3163762 3486773 27 0.0249917268302012
"88" "UKBMS.102" 18 5.63881643659408 0.475615567683559 0.124215580374862 3201570.2 3475788.6 28 0.0154295104078639
"89" "UKBMS.1021" 13 5.0036643197867 1.11461536998311 0.17298077352401 3157741 3546903 31 0.0299223480089647
"90" "UKBMS.1022" 14 5.06649406239276 0.38532233834668 0.219828283943335 3165234 3557447 31 0.0483244744214715
"91" "UKBMS.1024" 18 4.10061061953967 0.200128034009036 0.243393138861599 3195755.26666667 3549774.26666667 25 0.0592402200449015
"92" "UKBMS.1029" 11 3.82138118111179 0.143888733436055 -0.0816785 3195357 3549641 2 0.00667137736225
"93" "UKBMS.1031" 10 1.21539820522714 0.133372303130164 0.279987245416178 3147290 3530915 24 0.078392857595739
"94" "UKBMS.1032" 18 3.39676472946655 0.207627450143691 0.206806415821059 3154000.22222222 3516939.77777778 19 0.0427688936247527
"95" "UKBMS.1034" 18 4.01228023865699 0.647281955839299 0.25634760754655 3115013 3531388 31 0.06571409589484
"96" "UKBMS.1035" 18 1.95061023871062 0.399105598923867 0.267625512969154 3129216.14285714 3520112.85714286 27 0.0716234151920027
"97" "UKBMS.1036" 16 3.20967154235724 0.247207114128421 0.228678912528629 3178133.7 3523624.3 27 0.0522940450352762
"98" "UKBMS.1039" 10 2.87045427411105 0.0648508955263613 0.208681645582881 3167888 3532279 17 0.0435480292031791
"99" "UKBMS.104" 18 2.19221724846591 0.332464488441048 0.176769777473462 3330313.81818182 3618700.72727273 26 0.0312475542280173
"100" "UKBMS.1040" 18 4.12381309633835 1.02035730474499 0.249510484036106 3164489 3528279 29 0.0622554816439317
"101" "UKBMS.1044" 18 3.999420227267 0.286357384595429 0.336808269013995 3146686 3534560 32 0.113439810076203
"102" "UKBMS.1049" 16 2.42136304084379 0.208060115525405 0.196155053720799 3148657.88888889 3549749.88888889 25 0.0384768051002096
"103" "UKBMS.1050" 14 2.12915439782902 0.281857510860766 0.133842541016312 3186184 3553005 24 0.0179138257857032
"104" "UKBMS.1051" 11 4.05268578350884 0.53197483495627 0.185975595708358 3167717 3527191 19 0.0345869221990786
"105" "UKBMS.1054" 11 5.53208711231082 0.199602236167726 0.263678416855066 3127537 3532429 22 0.0695263075151941
"106" "UKBMS.1055" 12 4.22160094465047 0.236572587151479 0.250843181421996 3142190 3536554 19 0.0629223016659084
"107" "UKBMS.1058" 12 1.05536635130611 0.176897056738577 0.250819697643684 3174706.8 3522665 26 0.062910520726069
"108" "UKBMS.106" 18 3.09908141452751 0.158915091721121 0.210297584740029 3170557.33333333 3697154 25 0.0442250741474896
"109" "UKBMS.1060" 17 2.73684376344881 0.78713209401189 0.222850454230784 3144512 3510929 23 0.0496623249508669
"110" "UKBMS.1063" 11 2.47038720959161 1.54834678109536 0.290533584424143 3130744 3528401 31 0.0844097636783407
"111" "UKBMS.1065" 16 2.25529743641883 0.125309305942212 0.0916714204921938 3168219 3559659 19 0.00840364933505662
"112" "UKBMS.1067" 13 5.42751191010503 0.782821342244448 0.254134381939228 3128485 3527322 22 0.0645842840836334
"113" "UKBMS.1070" 18 4.58555574138005 0.304529670381348 0.229686623891217 3154553 3528162 22 0.0527559451945454
"114" "UKBMS.1073" 12 2.02569673263286 0.249085284637129 0.215700984544043 3139603 3547869 16 0.0465269147332695
"115" "UKBMS.1076" 10 6.9697289258694 0.0816132516832717 0.219144940315496 3140478.72727273 3510910 14 0.0480245048658824
"116" "UKBMS.1081" 17 3.92335910378728 0.173158473930842 0.138810214475356 3186633.4 3559718.9 26 0.0192682756426944
"117" "UKBMS.1083" 15 2.21721569635729 0.100067813791349 0.263593662126353 3140127 3510411 23 0.0694816187131819
"118" "UKBMS.1089" 14 2.04731427831268 0.0708230126075471 0.217105353458509 3143826 3527918 22 0.0471347345003441
"119" "UKBMS.1093" 13 3.23120509233614 0.284641712029513 0.255599250443464 3173514.69230769 3513223.38461538 31 0.0653309768272607
"120" "UKBMS.1094" 11 4.37352894606442 0.129099644235225 0.179213646260432 3147845 3550842 18 0.0321175310059594
"121" "UKBMS.1095" 11 3.94513008414407 0.627030069394469 0.160517313165982 3146608 3550335 22 0.0257658078260261
"122" "UKBMS.1098" 11 2.83472439886781 0.28799904856477 0.204349944407177 3151471 3552248 23 0.0417588997792165
"123" "UKBMS.1101" 15 2.50227605470836 0.280647596187385 0.0945630966835624 3524166.2 3488535.8 25 0.00894217925438477
"124" "UKBMS.1102" 15 2.8405384262639 0.140474931255412 0.0974608236749172 3527309.28571429 3487210.28571429 29 0.0094986121513933
"125" "UKBMS.1103" 13 2.54761939305393 0.0568168094920309 0.000430566855139139 3539831.86666667 3493745.06666667 21 1.85387816744409e-07
"126" "UKBMS.1106" 12 2.98688922301556 0.0920107165413317 0.064112072149313 3526896.25 3498347.375 24 0.00411035779527871
"127" "UKBMS.1107" 18 4.56825901625639 0.135639657057551 0.0694501237341946 3524138.81818182 3487778.27272727 26 0.00482331968669494
"128" "UKBMS.1108" 15 2.7831449804875 0.297555786062365 0.0896579875012668 3533550 3487317 22 0.00803855472277732
"129" "UKBMS.111" 15 3.23677653917342 0.168054132659608 0.1474997681846 3227307.11111111 3706978.44444444 21 0.0217561816145108
"130" "UKBMS.1110" 10 1.63219922901833 0.0826975871150782 0.040078921434836 3525839 3490258 20 0.00160631994337976
"131" "UKBMS.1111" 16 4.38200705108082 0.292332789488352 0.0876837986898455 3522360.73333333 3491077.13333333 28 0.00768844855268135
"132" "UKBMS.1113" 16 2.01245079919468 0.335968370347574 0.0876837986898455 3522603.14285714 3490416.57142857 28 0.00768844855268135
"133" "UKBMS.1114" 15 1.45987429343867 0.229108880923272 0.104806312671425 3538163 3487697 27 0.0109843631757804
"134" "UKBMS.1115" 16 3.23602125451876 0.199270492354827 0.0854161120709489 3538677.46666667 3489275.93333333 30 0.0072959122013169
"135" "UKBMS.1118" 13 2.42070962883497 0.0919388585881499 0.0844168195348973 3535971 3489247 27 0.00712619942038742
"136" "UKBMS.1119" 10 1.99608367000072 0.132026098940475 0.0941144326097424 3537595.27272727 3488272 24 0.00885752642545374
"137" "UKBMS.112" 11 2.20913288661581 0.0996285379665121 0.220341020339028 3144877.66666667 3316419.86666667 24 0.0485501652440441
"138" "UKBMS.1122" 16 4.59364252601378 0.219056746174494 0.0953240226593221 3527940.75 3487831.08333333 29 0.00908666929595496
"139" "UKBMS.1125" 15 2.55929400515123 0.229612450590503 -0.0116858681362486 3529920.14285714 3490170.85714286 19 0.000136559514097791
"140" "UKBMS.1126" 18 3.22106997216545 0.127675567886318 0.10946489845508 3526614 3489054.81818182 28 0.011982563993781
"141" "UKBMS.113" 16 2.82002388632082 0.124016357850146 0.140526818988657 3239722.71428571 3716618.71428571 24 0.0197477868550708
"142" "UKBMS.1136" 13 3.03253554468764 0.267948830314339 0.0882554400628984 3466217 3474178 18 0.00778902270069586
"143" "UKBMS.1141" 15 4.2883623494579 0.279216615330421 0.096913538513875 3525154.88888889 3489489.11111111 23 0.00939223394728032
"144" "UKBMS.1142" 15 2.41792696726456 0.14195589041568 0.0938915287803034 3528216.7 3496686.2 24 0.00881561917670253
"145" "UKBMS.1143" 15 5.161544920143 0.0949923974638513 0.0701968166532179 3526100.14285714 3491213.28571429 28 0.0049275930682455
"146" "UKBMS.1144" 14 4.35117939344173 0.182152168341112 0.0331578050037108 3527362.72727273 3496379.81818182 24 0.00109944003266411
"147" "UKBMS.1145" 14 1.60890886278839 0.211319193799128 0.0585683536731972 3527833 3490495 20 0.00343025205198872
"148" "UKBMS.1146" 15 1.76293698417787 0.146771927103388 0.0800086338285346 3526361.33333333 3496880.26666667 27 0.00640138148710853
"149" "UKBMS.1147" 18 1.9881540246942 0.30053926422315 0.0692023220517424 3527263.8 3490533.73333333 32 0.00478896137735307
"150" "UKBMS.1149" 13 3.40450231063784 0.17571310590573 0.0115329589972215 3529131.85714286 3490195.57142857 17 0.000133009143231593
"151" "UKBMS.115" 12 5.67024682535901 0.217993405453063 0.26546300653097 3245834.11111111 3558010 25 0.0704706078364616
"152" "UKBMS.1150" 10 5.65361815344492 0.0813116251156529 0.0980553260335577 3529216.16666667 3491287.5 26 0.0096148469635473
"153" "UKBMS.1151" 11 2.03478415077378 0.124702797074658 0.0230749404625847 3526813.2 3497055 21 0.000532452877351827
"154" "UKBMS.1157" 10 4.60659439140647 0.194585416381117 0.0884852349016241 3537552 3487582.5 26 0.0078296367955956
"155" "UKBMS.116" 15 3.25018144871336 0.0525763575380694 0.000936097975339505 3760916.33333333 3353499.75 16 8.76279419434721e-07
"156" "UKBMS.117" 18 7.60094670616489 0.560079935765924 0.297948942718991 3249016.27272727 3557286 30 0.0887735724673645
"157" "UKBMS.119" 13 2.52261361590522 0.207137367241551 0.141604611476305 3147125.26666667 3703981.66666667 27 0.0200518659913552
"158" "UKBMS.12" 15 2.10791936033863 0.174926854234708 0.184879029751266 3200039.25 3673288.25 21 0.0341802556417693
"159" "UKBMS.1213" 11 4.06145671282597 0.318395777262201 0.144374294930825 3250697 3596277 27 0.0208439370367728
"160" "UKBMS.122" 13 5.77497660145176 0.167946157475263 0.184546744749347 3145999.45454545 3662787.81818182 19 0.0340575009975805
"161" "UKBMS.1220" 14 3.5151745377245 1.13616054964954 0.150767526703065 3256544.81818182 3605512.81818182 29 0.0227308471081595
"162" "UKBMS.1221" 10 3.39402439634948 0.377261445585951 0.164852604964383 3246004 3598231 30 0.0271763813635428
"163" "UKBMS.1224" 11 4.29501473596742 0.251874631898663 0.167862974618011 3269893 3612123 20 0.0281779782476071
"164" "UKBMS.124" 14 1.94654209113223 0.174911714109308 -0.00263345107187914 3534648.73333333 3476767.13333333 24 6.9350645479814e-06
"165" "UKBMS.129" 16 2.91687735498431 0.640375750284097 0.224592078194073 3123628.11111111 3517787.22222222 31 0.0504416015875327
"166" "UKBMS.130" 13 2.71069564590708 0.214553720027449 0.246341267443428 3149048 3514203 24 0.0606840200456344
"167" "UKBMS.1301" 16 5.6851748624783 0.358685900818406 0.279219437870269 3253908.07692308 3568037.76923077 32 0.0779634944845888
"168" "UKBMS.1305" 15 1.32604937350027 0.224678210321932 0.165599293220507 3242918 3589924 27 0.0274231259151315
"169" "UKBMS.1306" 17 2.74684058692315 0.63483894098203 0.160225187447119 3240715.5 3584851.5 27 0.0256721106924643
"170" "UKBMS.1307" 16 3.36914552001288 0.330347559017495 0.261509090793768 3253994.5 3569923 31 0.0683870045677831
"171" "UKBMS.1309" 16 4.37713643120876 0.657953805744483 0.188434711451557 3237204 3580321 31 0.0355076404798316
"172" "UKBMS.1310" 14 3.12263704791242 0.304710512619978 0.230865142490855 3227848.5 3549679.8 23 0.0532987140173227
"173" "UKBMS.1311" 18 4.27265137394784 0.186727259589522 0.119153344215399 3201937.875 3540045.125 22 0.0141975194377134
"174" "UKBMS.1312" 18 3.07421932858503 0.743515111710828 0.221699331883158 3219647.75 3546718.125 30 0.0491505937574385
"175" "UKBMS.1314" 18 3.51940930026601 0.535952119369301 0.227766081166309 3224638 3554503 22 0.0518773877298578
"176" "UKBMS.1315" 18 4.70602429654207 0.388776599972227 0.266983992078718 3244397.57142857 3559165.42857143 25 0.0712804520262892
"177" "UKBMS.1317" 18 2.08221912508095 0.0299014676212094 0.247251343537774 3214250.46666667 3586826.73333333 23 0.0611332268812344
"178" "UKBMS.1318" 14 2.00304608218667 0.396225939168471 0.143738498810516 3238468.5 3586148.5 24 0.0206607560403008
"179" "UKBMS.1319" 16 4.33015374007756 0.294278141206569 0.207900091932222 3208429.8 3553987 22 0.0432224482254262
"180" "UKBMS.1320" 12 3.56976498725468 0.261088075498083 0.200917684238974 3222182.875 3553615.375 23 0.040367915839952
"181" "UKBMS.1321" 18 3.45613011541006 0.738299658049066 0.223202026977355 3216031.83333333 3550261.16666667 28 0.0498191448468001
"182" "UKBMS.1322" 15 2.77067756436474 0.42880227865028 0.225910801434457 3225127.625 3560568 31 0.0510356902047587
"183" "UKBMS.1323" 16 4.23384062497935 0.166165292143462 0.136933227168369 3239194 3585755.71428571 26 0.0187507087027442
"184" "UKBMS.1325" 14 2.78650096022487 0.339848749743478 0.169848303721238 3220116.625 3580842.75 24 0.0288484462769818
"185" "UKBMS.1328" 11 3.04442038376723 0.440751011563544 0.182025434308572 3234597 3577003.9 26 0.0331332587352243
"186" "UKBMS.1329" 13 1.78948420795034 0.341210358234566 0.158245342693224 3243017 3589940 23 0.025041588484096
"187" "UKBMS.133" 18 3.14162765077223 0.116884975164639 0.181480384242352 3136779.7 3457226.6 29 0.0329351298647517
"188" "UKBMS.1336" 14 2.29306150698628 0.794502065818961 0.224879901295094 3262640.75 3552936.75 27 0.0505709700064913
"189" "UKBMS.1339" 14 3.04353028086477 0.622623332162669 0.233016410224445 3214215.42857143 3552951 30 0.0542966474338867
"190" "UKBMS.134" 16 1.83134419675968 0.0672957203862152 0.113509074198663 3145637.625 3356012.375 27 0.0128843099254375
"191" "UKBMS.1340" 14 3.24974801341388 1.20367536297766 0.138137415047726 3222313.75 3525121 26 0.0190819454360676
"192" "UKBMS.1343" 14 2.18825225520894 0.200825621699982 0.175423795851084 3198439 3550170 27 0.030773508150803
"193" "UKBMS.1345" 10 1.42560176010161 0.0467380231043323 0.216516254091486 3207683.2 3568863.4 14 0.0468792882858091
"194" "UKBMS.1346" 13 1.5625192257635 0.0250122319710035 0.197673032841929 3194211.8 3572548.8 23 0.0390746279129262
"195" "UKBMS.135" 11 2.53457845430242 0.107529622231711 0.240469698508095 3173506.33333333 3705353.8 21 0.0578256759005742
"196" "UKBMS.1351" 11 3.1228200086886 0.192239427973172 0.181950124197814 3229992.2 3580444.73333333 24 0.0331058476956
"197" "UKBMS.1354" 10 2.97377171937594 0.467562242233019 0.212892423878819 3220085 3584317 24 0.0453231841449985
"198" "UKBMS.1355" 10 3.63285706261798 0.400498724277767 0.23432430573956 3258403.28571429 3567000.28571429 28 0.0549078802603268
"199" "UKBMS.1356" 10 1.51737306785226 0.118988080294085 0.147259869721912 3232611.57142857 3571208.71428571 22 0.0216854692305145
"200" "UKBMS.1357" 10 5.4401400257566 0.791285072371857 0.280533145308161 3218254 3573450.09090909 28 0.07869884561649
"201" "UKBMS.136" 13 2.08255817494301 0.254167663619495 0.190174916308957 3230966.61538462 3496208.07692308 31 0.0361664987931186
"202" "UKBMS.1361" 15 3.61927950095447 0.489732772499713 0.204358454066669 3221030.66666667 3564280.16666667 26 0.0417623777485188
"203" "UKBMS.1362" 11 4.21194711198928 1.82344597313444 0.161437894417091 3216532.33333333 3524451.66666667 29 0.0260621937538239
"204" "UKBMS.1370" 10 6.23322735880449 0.579072176806849 0.288285982068745 3249099.875 3563859.5 31 0.0831088074573408
"205" "UKBMS.1377" 11 1.41103136884776 0.241429056581091 0.142186211423551 3239385 3585524.66666667 19 0.0202169187189827
"206" "UKBMS.139" 16 1.48934494733682 0.135305708866037 0.223116974928062 3171317.8 3697506.8 19 0.0497811845010493
"207" "UKBMS.14" 15 3.16979910236503 0.213758839566052 0.202653827380601 3221889.44444444 3582552.11111111 23 0.0410685737520066
"208" "UKBMS.140" 12 2.79572169998493 0.0801589279911793 -0.167681698982245 3899211.71428571 3564288.92857143 15 0.0281171521735721
"209" "UKBMS.1401" 15 1.90805213474461 0.297075355944124 0.281668916435872 3134989 3592857 33 0.0793373784861585
"210" "UKBMS.1402" 12 1.937615862754 0.662745114417363 0.232179517331919 3122920.75 3631323.375 30 0.0539073282684828
"211" "UKBMS.1404" 18 1.63677623388438 0.472624254512326 0.321407817186379 3142605.25 3568349.91666667 32 0.103302984948513
"212" "UKBMS.1407" 13 2.87155286578165 0.724904889795051 0.259475153981521 3122288.33333333 3628271.66666667 32 0.0673273555337339
"213" "UKBMS.141" 11 1.62428841049463 0.0852085218773921 -0.163181458493355 3985424.55555556 3427672.22222222 6 0.0266281883960186
"214" "UKBMS.1411" 16 4.46165500458448 0.496722079863182 0.245392746318747 3130607.6 3612258.6 29 0.0602175999458571
"215" "UKBMS.1412" 16 3.72939392516667 0.433023872860938 0.248261673367648 3130425.8 3611824 29 0.0616338584633049
"216" "UKBMS.1413" 16 4.66079478175071 0.568030548707375 0.243894689547514 3130263.25 3612652.5 28 0.0594846195894782
"217" "UKBMS.1414" 16 3.03647010030149 0.669285856591919 0.273492017690918 3133129.66666667 3621751.66666667 31 0.0747978837406496
